,index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
320,184,"6/3/20, 10:47 - AI Derek: Check become a mentor side
",AI Derek,Check become a mentor side,check become a mentor side,03-06-2020 10.47,10,2
321,185,"6/3/20, 10:48 - AI Derek: It’s Become a hiring partner details there
",AI Derek,It’s Become a hiring partner details there,its become a hiring partner details there,03-06-2020 10.48,10,2
322,186,"6/3/20, 10:50 - AI Derek: And our partners too
",AI Derek,And our partners too,and our partners too,03-06-2020 10.50,10,2
323,187,"6/3/20, 10:57 - AI Derek: @233249435529 the courses don’t need to be on the homepage
",AI Derek,@233249435529 the courses don’t need to be on the homepage, the courses dont need to be on the homepage,03-06-2020 10.57,10,2
324,8,"6/3/20, 10:57 - Adwoa Notitia: The courses were plenty
",Adwoa Notitia,The courses were plenty,the courses were plenty,03-06-2020 10.57,10,2
325,7,"6/3/20, 10:57 - Adwoa Notitia: I find the home page too long with too many information dispaly.....i kept scrolling down🥺....(maybe its nothing though)😃
",Adwoa Notitia,I find the home page too long with too many information dispaly.....i kept scrolling down🥺....(maybe its nothing though)😃,i find the home page too long with too many information dispalyi kept scrolling downmaybe its nothing though,03-06-2020 10.57,10,2
326,12,"6/3/20, 10:58 - Adwoa Notitia: 😂😂😂
",Adwoa Notitia,😂😂😂,,03-06-2020 10.58,10,2
327,10,"6/3/20, 10:58 - Adwoa Notitia: Well done @233249435529
",Adwoa Notitia,Well done @233249435529,well done ,03-06-2020 10.58,10,2
328,11,"6/3/20, 10:58 - Adwoa Notitia: Chaiii
",Adwoa Notitia,Chaiii,chaiii,03-06-2020 10.58,10,2
329,190,"6/3/20, 10:58 - AI Derek: You think it’s easy
",AI Derek,You think it’s easy,you think its easy,03-06-2020 10.58,10,2
330,189,"6/3/20, 10:58 - AI Derek: The details are not even there 😀
",AI Derek,The details are not even there 😀,the details are not even there ,03-06-2020 10.58,10,2
331,188,"6/3/20, 10:58 - AI Derek: Mentees will get access to them only after signing up
",AI Derek,Mentees will get access to them only after signing up,mentees will get access to them only after signing up,03-06-2020 10.58,10,2
332,191,"6/3/20, 10:59 - AI Derek: This is Notitia 
",AI Derek,This is Notitia ,this is notitia ,03-06-2020 10.59,10,2
333,13,"6/3/20, 10:59 - Adwoa Notitia: 🙌🏾🙌🏾🙌🏾🙌🏾🚀🚀🚀🚀
",Adwoa Notitia,🙌🏾🙌🏾🙌🏾🙌🏾🚀🚀🚀🚀,,03-06-2020 10.59,10,2
334,45,"6/3/20, 11:01 - Alex Notitia: Wow. I just followed through from the reference.
",Alex Notitia,Wow. I just followed through from the reference.,wow i just followed through from the reference,03-06-2020 11.01,11,2
335,43,"6/3/20, 11:03 - Ḅj: @233249435529 please if it's a pwa why would you build android and ios apps again?
",Ḅj,@233249435529 please if it's a pwa why would you build android and ios apps again?, please if its a pwa why would you build android and ios apps again,03-06-2020 11.03,11,2
336,192,"6/3/20, 11:03 - AI Derek: When we meet tomorrow I’ll show you all so you do it wai
",AI Derek,When we meet tomorrow I’ll show you all so you do it wai,when we meet tomorrow ill show you all so you do it wai,03-06-2020 11.03,11,2
337,193,"6/3/20, 11:03 - AI Derek: I’ve some additional stuff to give you
",AI Derek,I’ve some additional stuff to give you,ive some additional stuff to give you,03-06-2020 11.03,11,2
338,194,"6/3/20, 11:03 - AI Derek: @233504782862 I’ve not got my laptop yet o
",AI Derek,@233504782862 I’ve not got my laptop yet o, ive not got my laptop yet o,03-06-2020 11.03,11,2
339,195,"6/3/20, 11:03 - AI Derek: Let’s see today
",AI Derek,Let’s see today,lets see today,03-06-2020 11.03,11,2
340,46,"6/3/20, 11:03 - Alex Notitia: Cul
",Alex Notitia,Cul,cul,03-06-2020 11.03,11,2
341,196,"6/3/20, 11:04 - AI Derek: That might even be in the future
",AI Derek,That might even be in the future,that might even be in the future,03-06-2020 11.04,11,2
342,44,"6/3/20, 11:04 - Ḅj: Oh okay
",Ḅj,Oh okay,oh okay,03-06-2020 11.04,11,2
343,45,"6/3/20, 11:04 - Ḅj: Anytime
",Ḅj,Anytime,anytime,03-06-2020 11.04,11,2
344,46,"6/3/20, 11:05 - Ḅj: Sure
",Ḅj,Sure,sure,03-06-2020 11.05,11,2
345,47,"6/3/20, 11:05 - Ḅj: Alright
",Ḅj,Alright,alright,03-06-2020 11.05,11,2
346,47,"6/3/20, 11:05 - Alex Notitia: @233243319300 suggested we added one.
",Alex Notitia,@233243319300 suggested we added one., suggested we added one,03-06-2020 11.05,11,2
347,48,"6/3/20, 11:06 - Ḅj: The mobile UI at the coming soon banner isn't responsive
",Ḅj,The mobile UI at the coming soon banner isn't responsive,the mobile ui at the coming soon banner isnt responsive,03-06-2020 11.06,11,2
348,48,"6/3/20, 11:07 - Alex Notitia: Yeah.
",Alex Notitia,Yeah.,yeah,03-06-2020 11.07,11,2
349,198,"6/3/20, 11:10 - AI Derek: @233249435529 our social media handles should be active on the site 
",AI Derek,@233249435529 our social media handles should be active on the site , our social media handles should be active on the site ,03-06-2020 11.10,11,2
350,197,"6/3/20, 11:10 - AI Derek: No it won’t be
",AI Derek,No it won’t be,no it wont be,03-06-2020 11.10,11,2
351,50,"6/3/20, 11:11 - Alex Notitia: Sure.
",Alex Notitia,Sure.,sure,03-06-2020 11.11,11,2
352,49,"6/3/20, 11:11 - Ḅj: Sure
",Ḅj,Sure,sure,03-06-2020 11.11,11,2
353,49,"6/3/20, 11:11 - Alex Notitia: I think that, there would be a lot of issues. What we should do is that, everyone would make a list of their issues and possible suggestions if available. Preferably in a document. We can then submit and do re-editing of the site with the suggestions provided. Monday would be cul.
",Alex Notitia,"I think that, there would be a lot of issues. What we should do is that, everyone would make a list of their issues and possible suggestions if available. Preferably in a document. We can then submit and do re-editing of the site with the suggestions provided. Monday would be cul.",i think that there would be a lot of issues what we should do is that everyone would make a list of their issues and possible suggestions if available preferably in a document we can then submit and do reediting of the site with the suggestions provided monday would be cul,03-06-2020 11.11,11,2
354,199,"6/3/20, 11:12 - AI Derek: Through
",AI Derek,Through,through,03-06-2020 11.12,11,2
355,200,"6/3/20, 11:12 - AI Derek: So let’s keep looking at all the functions and make recommendations
",AI Derek,So let’s keep looking at all the functions and make recommendations,so lets keep looking at all the functions and make recommendations,03-06-2020 11.12,11,2
356,51,"6/3/20, 11:13 - Alex Notitia: Yeah. I would work on that right away.
",Alex Notitia,Yeah. I would work on that right away.,yeah i would work on that right away,03-06-2020 11.13,11,2
357,50,"6/3/20, 11:13 - Ḅj: I'll run a security vulnerability scan on the site to make sure the database isn't prone to exploitation and SQL injection
",Ḅj,I'll run a security vulnerability scan on the site to make sure the database isn't prone to exploitation and SQL injection,ill run a security vulnerability scan on the site to make sure the database isnt prone to exploitation and sql injection,03-06-2020 11.13,11,2
358,201,"6/3/20, 11:13 - AI Derek: @233249435529 I’ll be waiting for the google form too
",AI Derek,@233249435529 I’ll be waiting for the google form too, ill be waiting for the google form too,03-06-2020 11.13,11,2
359,202,"6/3/20, 11:13 - AI Derek: @233554349393 the design o
",AI Derek,@233554349393 the design o, the design o,03-06-2020 11.13,11,2
360,205,"6/3/20, 11:14 - AI Derek: For the profile we all need to work on ours ASAP
",AI Derek,For the profile we all need to work on ours ASAP,for the profile we all need to work on ours asap,03-06-2020 11.14,11,2
361,204,"6/3/20, 11:14 - AI Derek: And then @233246521995’s own too 
",AI Derek,And then @233246521995’s own too ,and then s own too ,03-06-2020 11.14,11,2
362,203,"6/3/20, 11:14 - AI Derek: @233249435529 Norbert Role is Product Manager
",AI Derek,@233249435529 Norbert Role is Product Manager, norbert role is product manager,03-06-2020 11.14,11,2
363,57,"6/3/20, 11:18 - Norbert Notitia: Send me the logo as well
",Norbert Notitia,Send me the logo as well,send me the logo as well,03-06-2020 11.18,11,2
364,56,"6/3/20, 11:18 - Norbert Notitia: I'm working on it. Will share it shortly.
",Norbert Notitia,I'm working on it. Will share it shortly.,im working on it will share it shortly,03-06-2020 11.18,11,2
365,14,"6/3/20, 11:20 - Adwoa Notitia: 🙏🏾
",Adwoa Notitia,🙏🏾,,03-06-2020 11.20,11,2
366,58,"6/3/20, 11:45 - Norbert Notitia: 👌
",Norbert Notitia,👌,,03-06-2020 11.45,11,2
367,209,"6/3/20, 11:46 - AI Derek: You can add it
",AI Derek,You can add it,you can add it,03-06-2020 11.46,11,2
368,207,"6/3/20, 11:46 - AI Derek: Derek k. Degbedzui 
",AI Derek,Derek k. Degbedzui ,derek k degbedzui ,03-06-2020 11.46,11,2
369,208,"6/3/20, 11:46 - AI Derek: @233249435529 this is my profile
",AI Derek,@233249435529 this is my profile, this is my profile,03-06-2020 11.46,11,2
370,52,"6/3/20, 11:47 - Alex Notitia: We would review that.
",Alex Notitia,We would review that.,we would review that,03-06-2020 11.47,11,2
371,15,"6/3/20, 11:50 - Adwoa Notitia: Should i send mine too @233243319300
",Adwoa Notitia,Should i send mine too @233243319300,should i send mine too ,03-06-2020 11.50,11,2
372,211,"6/3/20, 11:50 - AI Derek: Okay send here
",AI Derek,Okay send here,okay send here,03-06-2020 11.50,11,2
373,210,"6/3/20, 11:50 - AI Derek: You already did
",AI Derek,You already did,you already did,03-06-2020 11.50,11,2
374,16,"6/3/20, 11:50 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,03-06-2020 11.50,11,2
375,17,"6/3/20, 11:51 - Adwoa Notitia: Chaiii🥺🤕🤒😷
",Adwoa Notitia,Chaiii🥺🤕🤒😷,chaiii,03-06-2020 11.51,11,2
376,18,"6/3/20, 11:51 - Adwoa Notitia: Where is my eye mask
",Adwoa Notitia,Where is my eye mask,where is my eye mask,03-06-2020 11.51,11,2
377,212,"6/3/20, 11:51 - AI Derek: Eeii
",AI Derek,Eeii,eeii,03-06-2020 11.51,11,2
378,19,"6/3/20, 11:51 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,03-06-2020 11.51,11,2
379,20,"6/3/20, 11:52 - Adwoa Notitia: I am of the view that in order for people to succeed in this challenging environment, young people will have to cultivate and imbibe the habit of continuous learning in addition to identifying opportunities.
",Adwoa Notitia,"I am of the view that in order for people to succeed in this challenging environment, young people will have to cultivate and imbibe the habit of continuous learning in addition to identifying opportunities.",i am of the view that in order for people to succeed in this challenging environment young people will have to cultivate and imbibe the habit of continuous learning in addition to identifying opportunities,03-06-2020 11.52,11,2
380,51,"6/3/20, 11:52 - Ḅj: Alright
",Ḅj,Alright,alright,03-06-2020 11.52,11,2
381,53,"6/3/20, 11:52 - Alex Notitia: I've disabled that for now.
",Alex Notitia,I've disabled that for now.,ive disabled that for now,03-06-2020 11.52,11,2
382,54,"6/3/20, 11:53 - Alex Notitia: Great.
",Alex Notitia,Great.,great,03-06-2020 11.53,11,2
383,213,"6/3/20, 11:53 - AI Derek: Cool
",AI Derek,Cool,cool,03-06-2020 11.53,11,2
384,55,"6/3/20, 11:54 - Alex Notitia: Everyone should work on their own  so i can collectively update that section.
",Alex Notitia,Everyone should work on their own  so i can collectively update that section.,everyone should work on their own  so i can collectively update that section,03-06-2020 11.54,11,2
385,52,"6/3/20, 11:55 - Ḅj: Sure
",Ḅj,Sure,sure,03-06-2020 11.55,11,2
386,214,"6/3/20, 11:56 - AI Derek: Yes
",AI Derek,Yes,yes,03-06-2020 11.56,11,2
387,56,"6/3/20, 11:57 - Alex Notitia: You would have to help me with this one oh.
",Alex Notitia,You would have to help me with this one oh.,you would have to help me with this one oh,03-06-2020 11.57,11,2
388,215,"6/3/20, 11:57 - AI Derek: And then please do send him your handles on Facebook, Twitter and LinkedIn too
",AI Derek,"And then please do send him your handles on Facebook, Twitter and LinkedIn too",and then please do send him your handles on facebook twitter and linkedin too,03-06-2020 11.57,11,2
389,57,"6/3/20, 11:58 - Alex Notitia: Thanks.
",Alex Notitia,Thanks.,thanks,03-06-2020 11.58,11,2
390,21,"6/3/20, 11:58 - Adwoa Notitia: Ok sure.
",Adwoa Notitia,Ok sure.,ok sure,03-06-2020 11.58,11,2
391,216,"6/3/20, 11:58 - AI Derek: I’ll send you their logos
",AI Derek,I’ll send you their logos,ill send you their logos,03-06-2020 11.58,11,2
392,22,"6/3/20, 11:59 - Adwoa Notitia: 🙌🏾
",Adwoa Notitia,🙌🏾,,03-06-2020 11.59,11,2
393,23,"6/3/20, 11:59 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,03-06-2020 11.59,11,2
394,217,"6/3/20, 11:59 - AI Derek: Yh sure
",AI Derek,Yh sure,yh sure,03-06-2020 11.59,11,2
395,218,"6/3/20, 11:59 - AI Derek: Just copy the url or the user name
",AI Derek,Just copy the url or the user name,just copy the url or the user name,03-06-2020 11.59,11,2
396,219,"6/3/20, 12:00 - AI Derek: Facebook: Derek Kweku 
",AI Derek,Facebook: Derek Kweku ,facebook derek kweku ,03-06-2020 12.00,12,2
397,220,"6/3/20, 12:15 - AI Derek: Hey Everyboy 👋
",AI Derek,Hey Everyboy 👋,hey everyboy ,03-06-2020 12.15,12,2
398,221,"6/3/20, 12:15 - AI Derek: So let’s check it out
",AI Derek,So let’s check it out,so lets check it out,03-06-2020 12.15,12,2
399,222,"6/3/20, 12:15 - AI Derek: @233246521995 you’ll handling future ones
",AI Derek,@233246521995 you’ll handling future ones, youll handling future ones,03-06-2020 12.15,12,2
400,223,"6/3/20, 12:16 - AI Derek: @233554349393 to add the flyer so it goes out
",AI Derek,@233554349393 to add the flyer so it goes out, to add the flyer so it goes out,03-06-2020 12.16,12,2
401,24,"6/3/20, 12:16 - Adwoa Notitia: Ok sure
",Adwoa Notitia,Ok sure,ok sure,03-06-2020 12.16,12,2
402,58,"6/3/20, 12:20 - Alex Notitia: Nice stuffs.
",Alex Notitia,Nice stuffs.,nice stuffs,03-06-2020 12.20,12,2
403,224,"6/3/20, 12:22 - AI Derek: Sure
",AI Derek,Sure,sure,03-06-2020 12.22,12,2
404,227,"6/3/20, 23:44 - AI Derek: At 12am we can share to our networks
",AI Derek,At 12am we can share to our networks,at am we can share to our networks,03-06-2020 23.44,23,2
405,228,"6/3/20, 23:44 - AI Derek: Thank you
",AI Derek,Thank you,thank you,03-06-2020 23.44,23,2
406,226,"6/3/20, 23:44 - AI Derek: So we are adding this
",AI Derek,So we are adding this,so we are adding this,03-06-2020 23.44,23,2
407,53,"6/3/20, 23:45 - Ḅj: Great
",Ḅj,Great,great,03-06-2020 23.45,23,2
408,230,"6/3/20, 23:46 - AI Derek: Just in case Mac is messing
",AI Derek,Just in case Mac is messing,just in case mac is messing,03-06-2020 23.46,23,2
409,231,"6/3/20, 23:46 - AI Derek: I got tired
",AI Derek,I got tired,i got tired,03-06-2020 23.46,23,2
410,54,"6/3/20, 23:46 - Ḅj: Cool
",Ḅj,Cool,cool,03-06-2020 23.46,23,2
