,index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
756,129,"7/5/20, 20:07 - Ḅj: i was surprised
",Ḅj,i was surprised,i was surprised,05-07-2020 20.07,20,6
757,128,"7/5/20, 20:07 - Ḅj: yeah
",Ḅj,yeah,yeah,05-07-2020 20.07,20,6
758,132,"7/5/20, 20:08 - Ḅj: we have a big audience
",Ḅj,we have a big audience,we have a big audience,05-07-2020 20.08,20,6
759,131,"7/5/20, 20:08 - Ḅj: many people from other african countries too
",Ḅj,many people from other african countries too,many people from other african countries too,05-07-2020 20.08,20,6
760,71,"7/5/20, 20:13 - Adwoa Notitia: Chaiiiiiiiiiiiiii
",Adwoa Notitia,Chaiiiiiiiiiiiiii,chaiiiiiiiiiiiiii,05-07-2020 20.13,20,6
761,133,"7/5/20, 20:17 - Ḅj: 🙌🙌
",Ḅj,🙌🙌,,05-07-2020 20.17,20,6
762,415,"7/5/20, 21:15 - AI Derek: Bribe go come inside
",AI Derek,Bribe go come inside,bribe go come inside,05-07-2020 21.15,21,6
763,413,"7/5/20, 21:15 - AI Derek: How to do the selection
",AI Derek,How to do the selection,how to do the selection,05-07-2020 21.15,21,6
764,412,"7/5/20, 21:15 - AI Derek: Then we die o 😹
",AI Derek,Then we die o 😹,then we die o ,05-07-2020 21.15,21,6
765,414,"7/5/20, 21:15 - AI Derek: 😹😹
",AI Derek,😹😹,,05-07-2020 21.15,21,6
766,411,"7/5/20, 21:15 - AI Derek: Oh wow
",AI Derek,Oh wow,oh wow,05-07-2020 21.15,21,6
767,72,"7/5/20, 21:15 - Adwoa Notitia: 🤣🤣🤣
",Adwoa Notitia,🤣🤣🤣,,05-07-2020 21.15,21,6
768,134,"7/5/20, 21:16 - Ḅj: 😂
",Ḅj,😂,,05-07-2020 21.16,21,6
769,135,"7/5/20, 21:16 - Ḅj: it won't be difficult to select😂😂
",Ḅj,it won't be difficult to select😂😂,it wont be difficult to select,05-07-2020 21.16,21,6
770,137,"7/5/20, 21:17 - Ḅj: plenty of answers like this
",Ḅj,plenty of answers like this,plenty of answers like this,05-07-2020 21.17,21,6
771,136,"7/5/20, 21:17 - Ḅj: What is your favorite machine learning algorithm and why you like this?
",Ḅj,What is your favorite machine learning algorithm and why you like this?,what is your favorite machine learning algorithm and why you like this,05-07-2020 21.17,21,6
772,76,"7/5/20, 21:18 - Adwoa Notitia: Yeeeeeeeee Awurade medawase
",Adwoa Notitia,Yeeeeeeeee Awurade medawase,yeeeeeeeee awurade medawase,05-07-2020 21.18,21,6
773,74,"7/5/20, 21:18 - Adwoa Notitia: Eeeeeeeeeeiiii
",Adwoa Notitia,Eeeeeeeeeeiiii,eeeeeeeeeeiiii,05-07-2020 21.18,21,6
774,75,"7/5/20, 21:18 - Adwoa Notitia: Saaa i am better mpo 🤭
",Adwoa Notitia,Saaa i am better mpo 🤭,saaa i am better mpo ,05-07-2020 21.18,21,6
775,138,"7/5/20, 21:18 - Ḅj: 😂
",Ḅj,😂,,05-07-2020 21.18,21,6
776,139,"7/5/20, 21:18 - Ḅj: better kraa
",Ḅj,better kraa,better kraa,05-07-2020 21.18,21,6
777,417,"7/5/20, 21:18 - AI Derek: Rstudio paa
",AI Derek,Rstudio paa,rstudio paa,05-07-2020 21.18,21,6
778,416,"7/5/20, 21:18 - AI Derek: Eeii 😹
",AI Derek,Eeii 😹,eeii ,05-07-2020 21.18,21,6
779,73,"7/5/20, 21:18 - Adwoa Notitia: 🤣🤣🤣🤣🤣🤣🤣
",Adwoa Notitia,🤣🤣🤣🤣🤣🤣🤣,,05-07-2020 21.18,21,6
780,418,"7/5/20, 21:19 - AI Derek: 😹😹😹
",AI Derek,😹😹😹,,05-07-2020 21.19,21,6
781,77,"7/5/20, 21:19 - Adwoa Notitia: 😂😂
",Adwoa Notitia,😂😂,,05-07-2020 21.19,21,6
782,71,"7/5/20, 21:50 - Norbert Notitia: But Charley we can use AI to do this selection o. It's going to be big traction for us as well.
",Norbert Notitia,But Charley we can use AI to do this selection o. It's going to be big traction for us as well.,but charley we can use ai to do this selection o its going to be big traction for us as well,05-07-2020 21.50,21,6
783,72,"7/5/20, 21:50 - Norbert Notitia: Derek. Can we get some of the Speakers to be part of the selection process?
",Norbert Notitia,Derek. Can we get some of the Speakers to be part of the selection process?,derek can we get some of the speakers to be part of the selection process,05-07-2020 21.50,21,6
784,73,"7/5/20, 21:51 - Norbert Notitia: And can we structure the selection process to be more standardized.
",Norbert Notitia,And can we structure the selection process to be more standardized.,and can we structure the selection process to be more standardized,05-07-2020 21.51,21,6
785,74,"7/5/20, 21:51 - Norbert Notitia: And also the aftermath etx
",Norbert Notitia,And also the aftermath etx,and also the aftermath etx,05-07-2020 21.51,21,6
786,419,"7/5/20, 21:57 - AI Derek: Yh sure
",AI Derek,Yh sure,yh sure,05-07-2020 21.57,21,6
787,75,"7/5/20, 21:57 - Norbert Notitia: Cool.
",Norbert Notitia,Cool.,cool,05-07-2020 21.57,21,6
788,76,"7/5/20, 21:58 - Norbert Notitia: Can we get an interview plan
",Norbert Notitia,Can we get an interview plan,can we get an interview plan,05-07-2020 21.58,21,6
789,420,"7/5/20, 21:58 - AI Derek: Let’s discuss this tomorrow
",AI Derek,Let’s discuss this tomorrow,lets discuss this tomorrow,05-07-2020 21.58,21,6
790,77,"7/5/20, 22:00 - Norbert Notitia: 👍🏽
",Norbert Notitia,👍🏽,,05-07-2020 22.00,22,6
